male,date,motif_count.x,motif_count.y,song_count,song_motif_count,song_motif_mean,song_motif_sd,song_motif_cv,song_length_sum,song_length_mean,song_length_sd,song_length_cv,song_start_min,song_start_max,song_start_range,song_start_mean,song_start_sd,song_start_cv,motifs_per_sec_mean,motifs_per_sec_sd,motifs_per_sec_cv,post_song_motif_occurances,post_song_motif_freq,file,start_song,end_song,misc_motif_count,post_song_motif,notes,song_start,song_end,song_length,date_file,round,trial,trial_round,counter,temp,temp_target,humidity_mean,vpd,chamber,mass,bill_length,bill_depth,bill_width,bill_date
T237,2022-06-23,117,106,29,102,3.5172413793103448,1.8248422564933506,0.5188277003755605,128,4.413793103448276,1.6586836730050718,0.3757955196652116,60,1446,1386,728.5172413793103,477.19624749225517,0.6550239587861694,0.7668308702791461,0.14585562239008804,0.1902057259862176,1,0.00980392156862745,NA,NA,NA,4,NA,,NA,NA,NA,NA,3,9,1,KIM,33.7372506,35,31.1075388,37.2412461611992,6,19.5,8.4,7.5,6.4,07/11/22
T237,2022-06-25,86,74,20,71,3.55,2.0384462607326044,0.5742102142908745,98,4.9,1.99736668746891,0.40762585458549183,69,1380,1311,437.4,380.0121050703517,0.8687976796304338,0.701468253968254,0.1481951449852592,0.2112642220754954,3,0.04225352112676056,NA,NA,NA,3,NA,,NA,NA,NA,NA,3,10,2,KIM,40.4761905,42,24.94850498,59.28260147496186,6,NA,NA,NA,NA,
T237,2022-06-27,179,150,36,144,4,1.4928400545843579,0.37321001364608947,181,5.027777777777778,1.5021149111666545,0.2987631867513788,117,1791,1674,870.4722222222222,541.3992182226194,0.6219603617453585,0.7855599647266314,0.12653716967279593,0.16107894413487564,2,0.013888888888888888,NA,NA,NA,6,NA,,NA,NA,NA,NA,3,11,3,KIM,29.4619205,27,38.01821192,26.11043359038442,6,NA,NA,NA,NA,
T237,2022-06-29,92,77,16,76,4.75,2.04939015319192,0.43145055856672,91,5.6875,2.1203380233664,0.37280668542705936,123,1889,1766,952.1875,534.960337314833,0.5618224743706812,0.8247519841269841,0.1053574417835714,0.12774439323731276,1,0.013157894736842105,NA,NA,NA,1,NA,,NA,NA,NA,NA,3,12,4,KIM,42.3411633,44,21.86577181,68.3518642102832,6,NA,NA,NA,NA,
T237,2022-07-01,151,151,39,149,3.8205128205128207,1.4845129428411488,0.3885637904080859,177,4.538461538461538,1.4481595188040695,0.3190859956686933,67,1836,1769,941.0769230769231,585.6375017028962,0.6223056663509605,0.8282458282458283,0.12823355642883816,0.15482547820425324,1,0.006711409395973154,NA,NA,NA,2,NA,,NA,NA,NA,NA,3,13,5,KIM,38.2262693,40,26.44370861,51.28463078689203,6,NA,NA,NA,NA,
T243,2022-01-24,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,1,RAS,34.77419,35,14.30376,49.16191813818644,6,NA,NA,NA,NA,NA
T243,2022-01-26,35,35,6,31,5.166666666666667,3.2506409624359724,0.6291563153101882,33,5.5,3.0166206257996713,0.548476477418122,2416,3579,1163,3279.6666666666665,435.2248461044781,0.1327039880387676,0.9111111111111111,0.14401645996461912,0.15806684630263074,2,0.06451612903225806,NA,NA,NA,4,NA,,NA,NA,NA,NA,1,2,2,RAS,44.76075,44,9.153226,90.56715597278358,6,NA,NA,NA,NA,NA
T243,2022-01-28,118,115,24,112,4.666666666666667,2.140025734641417,0.4585769431374465,124,5.166666666666667,1.9927404479142845,0.3856916995963131,2090,3676,1586,2950.7916666666665,454.9230206421136,0.15416982018117634,0.886359126984127,0.1253207356931388,0.14138821599270684,3,0.026785714285714284,NA,NA,NA,3,NA,,NA,NA,NA,NA,1,3,3,RAS,44.76075,42,9.153226,90.56715597278358,6,NA,NA,NA,NA,NA
T243,2022-01-30,197,172,37,165,4.45945945945946,2.5231659411077914,0.565800847399929,191,5.162162162162162,2.1796216989997945,0.42223038148163555,1801,3559,1758,2834.9189189189187,557.1244314622471,0.19652217484749213,0.829954954954955,0.19268263904281607,0.23216035748985164,4,0.024242424242424242,NA,NA,NA,7,NA,,NA,NA,NA,NA,1,4,4,RAS,41.29032,40,7.989247,76.00247244097399,6,NA,NA,NA,NA,NA
T243,2022-02-01,88,85,24,85,3.5416666666666665,1.6934443076725039,0.47814898098988345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,5,5,RAS,26.55108,27,16.5,29.561814293730414,6,NA,NA,NA,NA,NA
T243,2022-04-11,289,241,48,238,4.958333333333333,3.05243769576462,0.6156176865407638,255,5.3125,2.889130399979396,0.5438363105843569,2390,3533,1143,2931.4791666666665,407.3635518631052,0.13896177618970124,0.9170296717171718,0.1380981722147731,0.15059291588262264,2,0.008403361344537815,NA,NA,NA,3,NA,,NA,NA,NA,NA,2,6,1,KIM,38.75546448,40,16.43169,60.01055529525725,6,NA,NA,NA,NA,NA
T243,2022-04-13,292,280,54,267,4.944444444444445,2.9230164483342724,0.5911718659552461,292,5.407407407407407,2.688329203494094,0.4971567705091818,1954,3512,1558,2747.962962962963,546.4448033705489,0.1988545008559178,0.8804894179894179,0.1418115405061306,0.16105990328646397,7,0.026217228464419477,NA,NA,NA,13,NA,,NA,NA,NA,NA,2,7,2,KIM,38.47951,40,25.05874,52.9941637881893,6,NA,NA,NA,NA,NA
T243,2022-04-15,229,227,44,217,4.931818181818182,3.157845359578358,0.640300441573492,231,5.25,2.796384709202306,0.532644706514725,1833,3586,1753,2659.7045454545455,519.0713792177762,0.19516129342444183,0.9486209497573134,0.5686810341810883,0.5994818418532445,7,0.03225806451612903,NA,NA,NA,10,NA,,NA,NA,NA,NA,2,8,3,KIM,37.53415,40,22.84016,51.75206914188115,6,NA,NA,NA,NA,NA
T243,2022-07-12,138,139,27,127,4.703703703703703,2.8931592369536747,0.6150810976200727,140,5.185185185185185,2.542515971314136,0.4903423658962977,80,1770,1690,966,521.8454678424373,0.5402126996298523,1.0462522045855378,1.1999322572173958,1.146886240199357,6,0.047244094488188976,NA,NA,NA,12,NA,,NA,NA,NA,NA,3,9,1,KIM,39.3647903,40,24.3714128,56.17949781352832,2,20,8,7.2,6.9,07/20/22
T243,2022-07-14,119,119,21,102,4.857142857142857,3.453776401067595,0.711071611984505,118,5.619047619047619,3.106061661915141,0.5527736855950675,282,1822,1540,951.2380952380952,484.3603931745353,0.5091894401614558,0.818140589569161,0.18968657193600266,0.2318508265625753,8,0.0784313725490196,NA,NA,NA,17,NA,,NA,NA,NA,NA,3,10,2,KIM,42.4873068,44,21.73565121,69.01214812251496,2,NA,NA,NA,NA,
T243,2022-07-16,207,204,50,172,3.44,1.8861471364684579,0.5482985861826912,209,4.18,1.8592295968700452,0.44479176958613525,168,1766,1598,972.08,476.6666503020786,0.49035742974043145,0.8116190476190476,0.1413253149583022,0.17412764692116559,15,0.0872093023255814,NA,NA,NA,32,NA,,NA,NA,NA,NA,3,11,3,KIM,41.25883,42,22.35761589,64.02339021690695,2,NA,NA,NA,NA,
T243,2022-07-18,90,82,14,58,4.142857142857143,2.5677629550654775,0.6198048512227013,70,5,2.4178820993079553,0.48357641986159106,104,1648,1544,854.4285714285714,501.08846359864276,0.586460331916151,0.7997165532879819,0.1335891374082212,0.16704560742050203,8,0.13793103448275862,NA,NA,NA,24,NA,,NA,NA,NA,NA,3,12,4,KIM,34.0121413,35,29.93708609,38.47698787965348,2,NA,NA,NA,NA,
T243,2022-07-20,59,58,12,41,3.4166666666666665,1.8319554050414562,0.5361820697682311,55,4.583333333333333,2.0207259421636903,0.44088566010844155,111,1670,1559,824.6666666666666,568.1298400467231,0.6889205821100118,0.7393518518518518,0.12856495197435847,0.17388872652762324,7,0.17073170731707318,NA,NA,NA,17,NA,,NA,NA,NA,NA,3,13,5,KIM,28.7450331,27,38.92384106,24.658192012269176,2,NA,NA,NA,NA,
T244,2022-02-03,62,61,14,61,4.357142857142857,1.9456912102680337,0.4465520810451225,69,4.928571428571429,1.7743595036946849,0.36001497176413894,1818,3586,1768,2609.5,594.7279597882095,0.2279087793785053,0.8641156462585033,0.13359949978845095,0.1546083563778964,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,1,1,KIM,42.61559,42,16.16667,74.43998027771376,6,NA,NA,NA,NA,NA
T244,2022-02-05,42,40,8,40,5,2.5071326821120348,0.501426536422407,44,5.5,2.138089935299395,0.38874362459989004,1823,3343,1520,2270,563.6125822381389,0.24828748116217572,0.8791666666666667,0.1751983003469053,0.19927768759837572,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,2,2,KIM,41.24731,40,10.04839,74.12668533599488,6,NA,NA,NA,NA,NA
T244,2022-02-07,38,35,8,35,4.375,2.326094212561969,0.5316786771570214,39,4.875,2.100170061141308,0.4308041151059093,1804,3153,1349,2228.625,553.6566593373292,0.2484297086038832,0.8708333333333333,0.14953632037438636,0.1717163487552762,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,3,3,KIM,35.35753,35,13.29839,51.420957556589286,6,NA,NA,NA,NA,NA
T244,2022-02-09,54,41,9,41,4.555555555555555,1.8782379449307742,0.4122961342530968,48,5.333333333333333,1.7320508075688772,0.3247595264191645,1799,2994,1195,2427.4444444444443,490.46587830121047,0.2020503000279624,0.8294973544973545,0.12073473836106634,0.1455516858570661,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,4,4,KIM,26.5,27,19.46774,28.423425460238793,6,NA,NA,NA,NA,NA
T244,2022-02-11,74,73,16,73,4.5625,1.75,0.3835616438356164,86,5.375,1.6683325008322931,0.3103874420153103,1801,3583,1782,2510.875,704.3941959821456,0.2805373409596836,0.835639880952381,0.13683225737090812,0.16374548473555384,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,5,5,KIM,44.47312,44,10.56452,87.79502199906061,6,NA,NA,NA,NA,NA
T244,2022-04-23,55,55,12,53,4.416666666666667,1.8319554050414562,0.41478235585844286,62,5.166666666666667,1.80067327475704,0.3485174080174916,1805,3462,1657,2511.6666666666665,544.0241193405329,0.21659885308846702,0.8596230158730158,0.2043364012016543,0.2377046652178506,2,0.03773584905660377,NA,NA,NA,2,NA,,NA,NA,NA,NA,2,6,1,KIM,40,40,NA,NA,4,NA,NA,NA,NA,NA
T244,2022-04-25,114,112,27,110,4.074074074074074,1.7080336405875962,0.41924462087150083,126,4.666666666666667,1.4142135623730951,0.30304576336566325,1800,3538,1738,2588.185185185185,506.07806003521125,0.19553394514890604,0.8508818342151675,0.15638504720090415,0.18379173336700727,1,0.00909090909090909,NA,NA,NA,2,NA,,NA,NA,NA,NA,2,7,2,KIM,39.21995,40,22.61202,57.02626267244397,4,NA,NA,NA,NA,NA
